"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded date","Precuration date","Disease entity assigned date","Precuration Complete date","Curation Provisional date","Curation Approved date","Recuration assigned date","Retired Assignment date","Published date",Classification,Created,"GCI UUID"
IFT57,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:16",
IFT74,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:17",
IFT80,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:17",
IFT81,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:18",
INPP5E,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0008944,2020-04-23,2021-07-14,,,2021-11-19,2021-09-08,,,2021-11-19,"No Known Disease Relationship","2020-04-23 12:19:19",9ef7eb10-b233-41da-895f-91f7457ef5e5
INVS,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0011190,2020-04-23,2020-10-14,,,2021-02-24,2021-02-24,,,2021-06-24,Definitive,"2020-04-23 12:19:20",22509761-1cd5-4614-a8a1-4ae0314c99af
IQCB1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:21",
JAG1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:22",
KATNIP,"Kidney Cystic and Ciliopathy GCEP","Vanessa Gitau",MONDO:0005308,2020-04-23,,,,2023-07-25,2023-07-10,,,2023-10-11,Definitive,"2020-04-23 12:19:23",4b54f2f1-8c38-4dc5-8d80-aab188752dca
KIAA0586,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:23",
KIAA0753,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:24",
KIF14,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:25",
KIF7,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:26",
LZTFL1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:27",
MKKS,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:29",
MKS1,"Retina GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:30",
MUC1,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0020726,,2020-07-22,,,2023-04-02,2021-01-13,,,2023-04-03,Definitive,"2020-04-23 12:19:31",0359c4b0-c3a1-4ed3-aea2-cb569a09d0ae
NEK1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:32",
NEK8,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0014174,2020-04-23,2021-06-09,,,2022-09-01,2021-10-05,,,2022-09-01,Definitive,"2020-04-23 12:19:33",ab784964-6071-48b4-8f2b-a1bb6e3da960
NOTCH2,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:34",
NPHP1,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0009728,2020-04-23,2020-09-23,,,2021-06-30,2021-01-27,,,2021-06-30,Definitive,"2020-04-23 12:19:35",0a788226-5113-4b55-aa38-7d92372520cf
NPHP3,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0011456,2020-04-23,2020-12-09,,,,2021-06-23,,,2022-02-22,,"2020-04-23 12:19:35",
NPHP4,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0011752,2020-04-23,2020-10-14,,,2021-02-24,2021-02-10,,,2021-02-26,Definitive,"2020-04-23 12:19:36",269a7727-a642-487d-b697-11867c666494
PDE6D,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:38",
PIBF1,"Kidney Cystic and Ciliopathy GCEP","Vanessa Gitau",MONDO:0005308,2020-04-23,,,,2023-10-29,2023-09-27,,,,Moderate,"2020-04-23 12:19:39",ab667819-f361-42cf-ac8b-e8d8530fc43b
PKD1,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0004691,2019-05-22,,,,2021-02-26,2021-02-26,,,2021-02-26,Definitive,"2020-04-23 12:19:40",6c71eeab-574c-4cc7-9535-7f8f45d70d4d
PKHD1,"Kidney Cystic and Ciliopathy GCEP",,MONDO:0010916,,2020-06-24,,,,2020-11-11,,,2022-08-19,,"2020-04-23 12:19:41",
POC1B,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:42",
PRKCSH,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0008265,,2020-05-27,,,2021-03-24,2020-08-03,,,2021-03-24,Definitive,"2020-04-23 12:19:43",ffc0ae8a-0f3d-4b97-ad03-119ef8690dac
REN,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0013128,,2020-07-22,,,2021-11-19,2020-10-28,,,2021-11-19,Definitive,"2020-04-23 12:19:44",9b7e168b-fc10-43e2-b4e3-85a9027b394c
RPGRIP1L,"Kidney Cystic and Ciliopathy GCEP","Vanessa Gitau",MONDO:0005308,2020-04-23,,,,,,,,,,"2020-04-23 12:19:45",
SCLT1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:45",
SDCCAG8,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:46",
SEC61A1,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0014891,2020-04-23,2020-08-26,,,,2020-12-09,,,,,"2020-04-23 12:19:47",ca294ab9-4d70-4ff7-960b-8acf225aca7c
SEC61B,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0550003,,2020-05-13,,,2023-08-23,2023-08-23,,,2023-10-11,"No Known Disease Relationship","2020-04-23 12:19:48",6aa2b4ab-a58e-43cf-a9f5-c7a9b1655e39
SEC63,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0014860,,2020-06-10,,,2021-02-26,2020-10-06,,,2021-02-26,Definitive,"2020-04-23 12:19:49",23227425-7f88-4fb1-acd1-b4245a412934
SLC41A1,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",,2020-04-23,2022-03-09,,,,2022-05-11,,,2022-06-15,,"2020-04-23 12:19:50",
TCTN1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:51",
TCTN2,"Syndromic Disorders GCEP","Amanda Girod",MONDO:0014724,2020-04-23,,,,2023-06-27,2023-07-27,,,2023-07-27,Definitive,"2020-04-23 12:19:51",8796facd-1c67-4592-8252-4d786a7b85ce
TCTN3,"Kidney Cystic and Ciliopathy GCEP",,MONDO:0005308,2020-04-23,2022-08-24,,,2023-08-15,2022-11-10,,,2023-08-15,Definitive,"2020-04-23 12:19:52",c11351b8-b5b5-4e12-b7a0-5690be19805d
TMEM107,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:19:53",
TMEM138,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0005308,2020-04-23,2022-09-14,,,2023-10-11,2023-10-01,,,2023-10-11,Moderate,"2020-04-23 12:21:14",df1f762d-5d45-4990-a342-63d99b02e9bf
TMEM216,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:15",
TMEM231,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0005308,2020-04-23,2021-09-22,,,2022-06-02,2022-01-12,,,2022-06-02,Definitive,"2020-04-23 12:21:17",02e602fb-d05b-41d7-87f7-904eb7ef2cee
TMEM237,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:18",
TMEM67,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0005308,2020-04-23,2021-03-10,,,2021-12-22,2021-12-06,,,2021-12-23,Definitive,"2020-04-23 12:21:19",eb4ff49f-6dc5-4d83-9418-0f15f748ca26
TRAF3IP1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:20",
TRIM32,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:21",
TTC21B,"Kidney Cystic and Ciliopathy GCEP",,MONDO:0013442,2020-04-23,2021-03-24,,,2021-12-16,2021-11-10,,,2021-12-16,Definitive,"2020-04-23 12:21:24",98563ec4-1eb4-4851-97f6-004dc490dab5
TTC8,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:25",
TXNDC15,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:26",
UMOD,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0008264,,2020-07-22,,,2022-10-11,2021-02-08,,,2022-10-11,Definitive,"2020-04-23 12:21:27",8087e9c7-7398-4289-b075-7e206d890801
WDPCP,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:29",
WDR19,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,2021-02-24,,,,2022-05-25,,,,,"2020-04-23 12:21:29",
DYNC2I2,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:31",
WDR35,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:31",
DYNC2I1,"Kidney Cystic and Ciliopathy GCEP",,,2020-04-23,,,,,,,,,,"2020-04-23 12:21:32",
XPNPEP3,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0013163,2020-04-23,2021-02-10,,,2021-06-23,2021-06-23,,,2021-06-23,Moderate,"2020-04-23 12:21:33",589cb680-157a-4342-a6bb-0856d8c5db29
ZNF423,"Kidney Cystic and Ciliopathy GCEP","Amanda Girod",MONDO:0005308,2020-04-23,2021-01-27,,,,2022-03-23,,,,,"2020-04-23 12:21:34",
LRP5,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0044327,2020-04-24,2020-06-24,,,2022-02-22,2020-08-12,,,2022-02-22,Limited,"2020-04-24 09:49:28",742f6079-b0e4-4365-99e4-f472381b18bc
SLC26A2,"Skeletal GCEP","Emma Wilcox",MONDO:0009107,2020-04-28,,,,2020-06-01,2020-06-08,,,2020-06-26,Definitive,"2020-04-28 15:49:04",848fdf14-6f8e-4ced-a97c-08745b733e51
SOX9,"Skeletal GCEP","Madeline Hughes",MONDO:0007251,2020-05-05,,,,2020-06-01,2020-06-01,,,2020-06-18,Definitive,"2020-05-05 14:17:12",4b7d1057-a85f-4d62-90e4-f1aa2b86d8e4
AQP1,"Pulmonary Hypertension GCEP","Christina Eichstaedt",MONDO:0015924,2020-05-12,,,,2021-01-10,2021-01-11,,,2021-01-11,Limited,"2020-05-12 17:12:31",a0fcb7a7-18fc-490e-93b1-31ebc829fb2b
BMPR2,"Pulmonary Hypertension GCEP","Carrie Welch",MONDO:0015924,2020-05-12,,,,2020-07-17,2020-12-07,,,2021-01-11,Definitive,"2020-05-12 17:56:07",331df7bc-f92b-4244-bacd-5f70b1b84bd4
GDF2,"Pulmonary Hypertension GCEP","Rajiv Machado",MONDO:0015924,2020-05-13,,,,2022-05-26,2022-05-26,,,2022-06-06,Definitive,"2020-05-13 11:47:53",9c995b2c-12ec-4d02-8127-28395a248e31
KDR,"Pulmonary Hypertension GCEP","Arjan Houweling",MONDO:0015924,2020-05-13,,,,2021-05-12,2021-05-12,,,2021-05-12,Definitive,"2020-05-13 11:50:18",bd71eb2a-9661-4a99-b397-ac8240c12de0
TBX4,"Pulmonary Hypertension GCEP","Micheala Aldred",MONDO:0015924,2020-05-15,,,,2021-03-10,2021-03-10,,,2021-04-07,Definitive,"2020-05-15 13:53:50",a0a33143-7ca6-4d1d-a9fb-ea7a386883f0
PMP22,"Charcot-Marie-Tooth GCEP","Sadaf Saba",MONDO:0007309,2020-05-26,,,,2020-06-05,2022-10-10,,,2022-10-10,Definitive,"2020-05-26 10:00:14",3341c74a-cd0e-40a2-a1b3-f3ef51f701e1
PMP22,"Charcot-Marie-Tooth GCEP","Sadaf Saba",MONDO:0008087,2020-04-28,2020-04-28,,,,,,,,,"2020-05-26 13:40:19",75167e32-0055-49a3-b37b-8d831e786e49
TNNT1,"Congenital Myopathies GCEP","Justyne Ross",MONDO:0018958,,,,,2020-05-28,2020-06-22,,,2020-06-22,Limited,"2020-05-28 10:09:03",5918f806-93bc-4b24-9ba5-a701b9f4731e
HPD,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0007700,,,,2020-05-28,2023-10-24,2023-11-17,,,2023-12-08,Limited,"2020-05-28 12:06:57",5d1bf2ab-172d-4ec3-8520-9a4680d5863d
SLC1A4,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0014725,,,,2020-06-03,2021-06-29,2021-05-14,,,2021-06-29,Definitive,"2020-06-03 08:36:50",22877afb-cec2-43a3-b564-39fa032e0e56
KCNK3,"Pulmonary Hypertension GCEP","Laura Southgate",MONDO:0015924,2020-06-10,,,,2021-05-07,2021-05-08,,,2021-05-08,Definitive,"2020-06-10 13:44:01",2be926d7-c2bf-43d1-9ed9-72c76ffbdb36
SMAD9,"Pulmonary Hypertension GCEP","Divya Pandya",MONDO:0015924,2020-06-10,,,,2021-05-12,2021-05-14,,,2021-05-14,Definitive,"2020-06-10 13:58:12",e6137a9e-be8c-4021-9b42-31f005d68718
TDO2,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0010907,,,,2020-06-11,2023-10-24,2023-11-17,,,2023-12-08,Limited,"2020-06-11 14:32:41",a8cefd3d-5896-4710-8ac0-3efeee86c262
HAAO,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0060554,,,,2020-06-19,2022-06-24,2022-06-24,,,2022-06-24,Definitive,"2020-06-19 13:28:18",18721334-1d5a-414b-a23d-ebdb52cd0715
FMO3,"Aminoacidopathy GCEP","Jenny Goldstein",MONDO:0011182,2020-06-22,,2020-07-22,2020-07-22,2020-07-27,2020-08-14,,,2020-08-14,Definitive,"2020-06-22 15:12:25",602d606e-35a7-4743-afd1-65424c871e0d
SLC25A13,"Aminoacidopathy GCEP",,,2020-06-22,,,,2020-09-10,,,,,,"2020-06-22 15:13:29",
DNAJC12,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0044304,2020-06-22,,,2020-09-24,2020-09-28,2021-01-11,,,2021-01-11,Definitive,"2020-06-22 15:14:30",74cd6977-6afb-4279-8e2b-1d3239d31ab2
GLS,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0600001,2020-06-22,,,,2021-06-09,2021-07-09,,,2021-07-09,Definitive,"2020-06-22 15:14:49",18ac5f9c-2d2b-40bb-9f2b-159908ac8a50
TYR,"Aminoacidopathy GCEP",,MONDO:0018135,2020-06-22,,,2020-07-30,2020-08-14,2020-08-28,,,2020-10-15,Definitive,"2020-06-22 15:15:50",1062a6be-bb1a-49ee-99a3-dece3ef30866
GATM,"Aminoacidopathy GCEP",,,2020-06-22,,,,,,,,,,"2020-06-22 15:16:34",
SUGCT,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0009283,2020-06-22,,,2020-07-30,2022-10-11,2022-12-12,,,2022-12-16,Moderate,"2020-06-22 15:17:09",e646d61b-3506-41fd-bb84-6387d614814e
PHYKPL,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0014008,2020-06-22,,,2020-07-20,2023-10-25,2023-11-17,,,2023-12-08,Limited,"2020-06-22 15:17:32",fb8f85e5-acbb-44e3-b590-16d9f74df9a1
PPM1K,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0014057,2020-06-22,,,2020-07-22,2023-10-25,2023-12-22,,,2023-12-22,Moderate,"2020-06-22 15:17:54",a61cecca-7077-49f8-b100-43ad48ba2554
MCEE,"Aminoacidopathy GCEP","May Flowers",MONDO:0009615,2020-06-22,,,2020-06-25,2020-06-26,2020-07-09,,,2020-11-03,Definitive,"2020-06-22 15:18:26",162b5475-b699-4a14-b40e-976e4995a1e1
ACSF3,"Aminoacidopathy GCEP","May Flowers",MONDO:0013661,2020-06-22,,,2020-09-10,2020-09-14,2020-10-09,,,2020-11-03,Definitive,"2020-06-22 15:18:54",2362862a-e7a6-4611-a15b-e73ac23f9bff
ASPA,"Aminoacidopathy GCEP","Jenny Goldstein",MONDO:0010079,2020-06-22,,,,2020-09-16,2020-10-08,,,2020-10-15,Definitive,"2020-06-22 15:19:24",84a6c22c-57fe-4228-a411-3684eb71dec7
ACY1,"Aminoacidopathy GCEP","May Flowers",MONDO:0012368,2020-06-22,,,2020-06-25,2020-09-01,2020-09-25,,,2020-11-03,Definitive,"2020-06-22 15:20:31",362717b3-12a4-4012-aad9-375c6fe6974b
HAL,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0009345,2020-06-22,,,2020-08-18,2023-10-24,2023-11-17,,,2023-12-08,Limited,"2020-06-22 15:20:55",ca1bbfdc-aeb5-4274-ad8f-f3d14732c990
UROC1,"Aminoacidopathy GCEP",,MONDO:0010167,2020-06-22,,,,2020-07-20,2020-11-13,,,2021-05-12,Limited,"2020-06-22 15:21:16",9be57719-19cc-4bc8-aca5-ea4c7afab11f
KYNU,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0060555,2020-06-22,,,,2022-10-14,2022-10-14,2022-08-01,,2022-10-17,Definitive,"2020-06-22 15:21:43",481d28ac-19e6-435d-bd46-3d0f593b48f0
GLUD1,"Aminoacidopathy GCEP","May Flowers",,2020-06-22,,,2020-07-27,2020-07-31,,,,2021-05-12,,"2020-06-22 15:22:19",
GPT2,"Aminoacidopathy GCEP",,MONDO:0014567,2020-06-22,,,2021-09-02,2021-09-24,2021-10-05,,2021-11-01,2021-10-05,Definitive,"2020-06-22 15:23:23",
SLC1A3,"Aminoacidopathy GCEP","May Flowers",MONDO:0012982,2020-06-22,,,2020-08-12,2020-09-30,2020-10-09,,,2020-11-03,Definitive,"2020-06-22 15:25:09",5e1559a0-faba-4e85-8cf3-3f47378c6c92
SLC1A2,"Aminoacidopathy GCEP","May Flowers",MONDO:0014916,2020-06-22,,,2020-10-14,2020-10-26,2020-10-29,,,2020-11-03,Definitive,"2020-06-22 15:26:07",4aad1464-cc02-4b32-96f5-71e41f833987
GAD1,"Aminoacidopathy GCEP","Justyne Ross",MONDO:0016021,2020-06-22,,,2020-10-09,2020-10-30,2021-05-13,,,2021-05-13,Definitive,"2020-06-22 15:27:17",5fea0e93-7b81-4b99-aa56-7e95f2de0222
KCNQ3,"Epilepsy GCEP",,MONDO:0100023,2020-07-01,,,,,,2023-03-21,,,,"2020-07-01 13:43:17",50d5794f-93ed-41ca-b24b-185bff84b413
FANCE,"Hereditary Cancer GCEP",,MONDO:0010953,,,,,2020-05-14,2020-05-14,,,2020-05-14,Definitive,"2020-07-05 18:14:23",4469ccec-b8ae-4e2d-84dc-d468775361cd
FANCF,"Hereditary Cancer GCEP","Xi Luo",MONDO:0011325,,,,,2021-02-03,2021-02-03,,,2021-02-03,Definitive,"2020-07-05 18:17:11",ee6ec3dc-0647-4038-9324-b894d479d662
FANCL,"Hereditary Cancer GCEP","Xi Luo",MONDO:0013566,,,,,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2020-07-05 18:20:05",6c76950f-092d-4e04-b83e-bdc63690d25e
DDX41,"Hereditary Cancer GCEP","Xi Luo",MONDO:0014809,,,,2020-06-16,2020-07-30,2020-07-30,,,2020-07-30,Definitive,"2020-07-05 18:22:11",4a0a169b-259d-465b-827e-33e8299271ab
MYT1L,"ID-Autism GCEP",,MONDO:0000508,2020-07-10,2020-07-07,,2020-08-18,2020-08-18,2020-08-18,,,2021-06-15,Definitive,"2020-07-10 11:09:23",4be69cb8-99ca-4793-9774-32e7b1d1c19c
SLC26A2,"Skeletal GCEP","Emma Wilcox",MONDO:0009727,2020-07-10,,,,2020-07-14,2020-07-14,,,2020-10-26,Definitive,"2020-07-10 15:32:01",77a51e39-be3c-446e-b83c-4e80bbff9788
DMD,"Muscular Dystrophy and Myopathies GCEP","Shruthi Mohan",MONDO:0016106,2020-07-15,,,,2020-09-11,2021-04-09,,,2021-04-09,Definitive,"2020-07-15 14:05:04",1ca3651f-10fd-4036-baf9-e0ef2e48515d
MSX2,"Craniofacial Malformations GCEP","Madeline Hughes",MONDO:0018953,2020-07-28,,,,2020-08-20,2020-08-20,,,2020-08-31,Definitive,"2020-07-28 09:17:15",2c3b0fc4-4020-44e3-8cc4-ba115ca5e369
SLC26A2,"Skeletal GCEP","Emma Wilcox",MONDO:0010966,2020-07-28,,,,2020-08-03,2020-08-03,,,2020-10-26,Definitive,"2020-07-28 11:49:30",19c1595c-514e-487e-a87f-52d56a807d3f
SOX9,"Skeletal GCEP","Madeline Hughes",MONDO:0009869,2020-07-28,,,,2020-08-03,2020-09-16,,,2020-09-18,Limited,"2020-07-28 12:52:39",58e0fdff-16ac-40a5-aac2-5c493962e86b
SOX9,"Skeletal GCEP","Madeline Hughes",MONDO:0007134,2020-07-28,,,,2020-08-03,2020-09-16,,,2020-09-18,Limited,"2020-07-28 15:11:45",b78c43c1-5d9d-4574-a7f3-16f1e481cf48
BCOR,"Syndromic Disorders GCEP",,MONDO:0010261,2020-08-06,,,2020-11-04,2020-12-17,2020-12-17,,,2020-12-17,Definitive,"2020-08-06 08:44:19",ecf3100d-d209-42e2-a50d-b6b6b08bb32c
VWF,"Hemostasis Thrombosis GCEP",,MONDO:0015629,2020-08-06,,,2020-08-06,2020-09-18,2020-09-23,,,2020-10-27,Definitive,"2020-08-06 15:16:59",cc517d8c-23ef-4ccc-bc39-d489e436dd9d
EFNB1,"Craniofacial Malformations GCEP","Emma Wilcox",MONDO:0010570,2020-08-13,,,,2020-09-28,2020-10-26,,,2020-10-26,Definitive,"2020-08-13 14:39:20",649f6aa3-2fc9-416e-92b4-534e79289965
BCL11A,"ID-Autism GCEP",,MONDO:0014914,2020-09-13,,,,2020-09-13,2020-09-13,,,2020-09-13,Definitive,"2020-09-15 21:24:44",eec4c9a3-29ee-4261-b8ef-e159f33db9e7
BTK,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0010421,2020-09-18,,,2020-09-21,2020-11-17,2020-10-20,,,2020-11-17,Definitive,"2020-09-18 15:22:38",309694ed-4603-4dc1-be2e-7dada74b1504
IGHM,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0020729,2021-06-04,,,,2021-06-04,2021-06-15,,,2021-06-15,Definitive,"2020-09-18 15:22:39",4b2f80ce-3b30-45e7-8ed0-2540f6853755
IGLL1,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0013287,2020-09-18,,,,2021-11-30,,,,2021-12-21,,"2020-09-18 15:22:40",
IGKC,"Antibody Deficiencies GCEP","Autumn Self",MONDO:0013576,2020-09-18,,,,2021-04-08,2021-05-18,,,2021-05-18,Limited,"2020-09-18 15:22:41",82b94434-e8a0-4d6a-ad8f-8d4ad78f8982
CD79A,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0013288,2020-09-18,,,,2020-11-16,,,,2020-12-16,Definitive,"2020-09-18 15:22:42",e5b11fe5-ff48-4193-b4fd-24d53d22c445
CD79B,"Antibody Deficiencies GCEP","Shruthi Mohan",MONDO:0012987,2020-09-18,,,,2021-01-26,2021-01-26,,,2021-01-26,Definitive,"2020-09-18 15:22:43",27184e88-b5aa-4d34-a01e-985f068c1d9b
BLNK,"Antibody Deficiencies GCEP","Shruthi Mohan",MONDO:0013289,2020-09-18,,,,2021-03-16,2021-03-16,,,2021-03-16,Definitive,"2020-09-18 15:22:44",2ee5c475-43b5-4a07-9e26-9e8b0e37addf
NFKB1,"Antibody Deficiencies GCEP","Michelle Paczosa",MONDO:0014697,2020-09-18,,,,2021-05-14,2021-05-14,,,2021-05-25,Definitive,"2020-09-18 15:22:45",b3745915-c138-4cb6-84da-49aabc1403bf
NFKB2,"Antibody Deficiencies GCEP","Cherith Somerville",MONDO:0014260,2020-09-18,2021-06-09,,,2021-09-10,2021-09-21,,,2021-10-13,,"2020-09-18 15:22:46",1cac5126-c37c-4b53-b36c-70b0218d143d
PIK3CD,"Antibody Deficiencies GCEP",,MONDO:0023655,2020-09-18,,,2021-06-15,,2022-04-19,,,2022-04-20,,"2020-09-18 15:22:46",2ec99aac-e9fc-484c-a3aa-19215e8e115b
PIK3R1,"Antibody Deficiencies GCEP","Autumn Self",MONDO:0014083,2020-09-18,2021-03-16,,2021-04-09,2021-05-20,2021-05-20,,,2021-05-20,Limited,"2020-09-18 15:22:50",e1df4df8-c05d-4172-b37e-da0e486bfe97
CARD11,"Antibody Deficiencies GCEP",,MONDO:0014081,2020-09-18,,,,,2022-03-15,,,2022-04-12,,"2020-09-18 15:22:50",c7e436b5-7eb2-48ba-98be-01f51261c0cd
IKZF1,"Antibody Deficiencies GCEP",,,2020-09-18,,,,,,,,,,"2020-09-18 15:22:51",
TNFRSF13B,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0009413,2020-09-18,,,,2021-02-03,2021-01-26,,,2021-02-03,Definitive,"2020-09-18 15:22:52",d859e257-0a5a-436a-840a-ec8403abd7f6
TNFRSF13C,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0013284,2020-09-18,,,,2021-04-08,2021-04-13,,,2021-04-23,Limited,"2020-09-18 15:22:52",d421742a-81ce-4fb2-9038-ee740c65b076
CD19,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0013283,2020-09-18,,,2022-04-21,2022-04-28,2022-05-24,,,2022-07-07,Definitive,"2020-09-18 15:22:53",9f006b96-d247-4c75-a1a1-b94833c33610
CD81,"Antibody Deficiencies GCEP","Cherith Somerville",MONDO:0013286,2020-09-18,,,,2021-04-19,2021-04-29,,,2021-04-29,Limited,"2020-09-18 15:22:54",9df43c99-e128-46f3-b0bd-49884250c38e
MS4A1,"Antibody Deficiencies GCEP","Shruthi Mohan",MONDO:0013285,2020-09-18,,,,2021-07-29,2022-03-02,,,2022-03-02,Limited,"2020-09-18 15:22:55",95480774-8709-4eb4-8f35-1ba1e2b01317
CR2,"Antibody Deficiencies GCEP","Michelle Paczosa",MONDO:0013862,2020-09-18,,,,2021-07-27,2021-08-03,,,2021-11-28,Definitive,"2020-09-18 15:22:56",63bb2641-d8be-4480-9e8e-adc975e92eac
UNG,"Antibody Deficiencies GCEP","Justyne Ross",MONDO:0011971,2020-09-18,,,,2021-07-06,2021-08-17,,,2021-08-17,Moderate,"2020-09-18 15:22:57",94403c03-a325-49ab-9ded-dd85b5216e2e
MSH6,"Antibody Deficiencies GCEP",,,2020-09-18,,,,,,,,,,"2020-09-18 15:22:58",
TNFSF12,"Antibody Deficiencies GCEP",,,2020-09-18,,,,,,,,,,"2020-09-18 15:22:59",
TRNT1,"Antibody Deficiencies GCEP",,,2020-09-18,,,,,2022-10-07,,,,,"2020-09-18 15:23:00",1e06156f-3a60-4e0c-bf47-ed68ad831af1
INO80,"Antibody Deficiencies GCEP","Cherith Somerville",MONDO:0011864,2020-09-18,,,,2021-01-22,2021-01-22,,,2021-01-22,Disputed,"2020-09-18 15:23:00",94af2862-87f8-414c-8220-a15a92a01738
